Date,Close
2019-7-12,203.3
2019-7-15,205.21
2019-7-16,204.5
2019-7-17,203.35
2019-7-18,205.66
2019-7-19,202.59
2019-7-22,207.22
2019-7-23,208.84
2019-7-24,208.67
2019-7-25,207.02
2019-7-26,207.74
2019-7-29,209.68
2019-7-30,208.78
2019-7-31,213.04
2019-8-1,208.43
2019-8-2,204.02
2019-8-5,193.34
2019-8-6,197
2019-8-7,199.04
2019-8-8,203.43
2019-8-9,200.99
2019-8-12,200.48
2019-8-13,208.97
2019-8-14,202.75
2019-8-15,201.74
2019-8-16,206.5
2019-8-19,210.35
2019-8-20,210.36
2019-8-21,212.64
2019-8-22,212.46
2019-8-23,202.64
2019-8-26,206.49
2019-8-27,204.16
2019-8-28,205.53
2019-8-29,209.01
2019-8-30,208.74
2019-9-3,205.7
2019-9-4,209.19
2019-9-5,213.28
2019-9-6,213.26
2019-9-9,214.17
2019-9-10,216.7
2019-9-11,223.59
2019-9-12,223.09
2019-9-13,218.75
2019-9-16,219.9
2019-9-17,220.7
2019-9-18,222.77
2019-9-19,220.96
2019-9-20,217.73
2019-9-23,218.72
2019-9-24,217.68
2019-9-25,221.03
2019-9-26,219.89
2019-9-27,218.82
2019-9-30,223.97
2019-10-1,224.59
2019-10-2,218.96
2019-10-3,220.82
2019-10-4,227.01
2019-10-7,227.06
2019-10-8,224.4
2019-10-9,227.03
2019-10-10,230.09
2019-10-11,236.21
2019-10-14,235.87
2019-10-15,235.32
2019-10-16,234.37
2019-10-17,235.28
2019-10-18,236.41
2019-10-21,240.51
2019-10-22,239.96
2019-10-23,243.18
2019-10-24,243.58
2019-10-25,246.58
2019-10-28,249.05
2019-10-29,243.29
2019-10-30,243.26
2019-10-31,248.76
2019-11-1,255.82
2019-11-4,257.5
2019-11-5,257.13
2019-11-6,257.24
2019-11-7,259.43
2019-11-8,260.14
2019-11-11,262.2
2019-11-12,261.96
2019-11-13,264.47
2019-11-14,262.64
2019-11-15,265.76
2019-11-18,267.1
2019-11-19,266.29
2019-11-20,263.19
2019-11-21,262.01
2019-11-22,261.78
2019-11-25,266.37
2019-11-26,264.29
2019-11-27,267.84
2019-11-29,267.25
2019-12-2,264.16
2019-12-3,259.45
2019-12-4,261.74
2019-12-5,265.58
2019-12-6,270.71
2019-12-9,266.92
2019-12-10,268.48
2019-12-11,270.77
2019-12-12,271.46
2019-12-13,275.15
2019-12-16,279.86
2019-12-17,280.41
2019-12-18,279.74
2019-12-19,280.02
2019-12-20,279.44
2019-12-23,284
2019-12-24,284.27
2019-12-26,289.91
2019-12-27,289.8
2019-12-30,291.52
